method,algo,problem,lambda,mu-lambda_ratio,sigma0,alpha_mu,rescale_sigma0,BestSol_mean,BestSol_std
SOBOL,CMA,Problem12,40.8636,0.294097,1.54937,2.05562,0.647113,24278839.896036003,5401446.405398118
SOBOL,CMA,Problem12,400.2379,0.5046578,0.903173,1.073031,0.6292673,25236353.50871116,3620363.701303447
SOBOL,CMA,Problem12,400.2379,0.6028033,0.9628013,1.433478,0.6599226,24985691.99044796,3010791.277473063
SOBOL,CMA,Problem12,404.0752,0.1662587,0.8655041,2.63049,0.5194512,26715697.574531946,3481628.399592002
SOBOL,CMA,Problem12,404.0752,0.7268644,0.8655041,2.63049,0.5194512,25933170.881673854,2730489.520323973
SOBOL,CMA,Problem12,404.0752,0.7268644,0.8655041,2.63049,0.5751944,26446320.154271886,3168181.930611024
SOBOL,CMA,Problem12,404.0752,0.7268644,0.8655041,3.70246,0.5194512,25022511.8822859,3569646.4065201306
SOBOL,CMA,Problem12,404.0752,0.7268644,0.8861613,2.63049,0.5194512,25478569.27812126,3032875.1355109564
SOBOL,CMA,Problem12,408.1156,0.1975715,1.209722,0.1045416,0.8176188,24102130.152782116,3775718.2450198326
SOBOL,CMA,Problem12,408.1156,0.2145425,1.209722,0.1045416,0.7466796,25352436.48375245,3038833.1824563183
SOBOL,CMA,Problem12,408.1156,0.2145425,1.209722,0.1045416,0.8176188,24166144.411376406,3590374.5882524136
SOBOL,CMA,Problem12,408.1156,0.2145425,1.209722,3.282387,0.8176188,24745051.957501367,5028503.889580453
SOBOL,CMA,Problem12,408.1156,0.2145425,1.468386,0.1045416,0.8176188,25532442.15956693,3547889.4263016344
SOBOL,CMA,Problem12,413.0405,0.5677796,1.010481,3.228996,0.2863571,25345961.39950843,3426127.2872273372
SOBOL,CMA,Problem12,413.0405,0.5677796,1.010481,3.228996,0.8049068,25990337.481713794,2815325.0293959947
SOBOL,CMA,Problem12,413.0405,0.5677796,1.010481,3.332174,0.8049068,25801945.095985763,3097478.339838369
SOBOL,CMA,Problem12,413.0405,0.5677796,1.123211,3.228996,0.8049068,24542980.66167642,3008835.1797767547
SOBOL,CMA,Problem12,413.0405,0.8456063,1.010481,3.228996,0.8049068,25111627.538345832,2876827.723921085
SOBOL,CMA,Problem12,419.3766,0.7918307,0.7965015,0.8767729,0.6911711,25266741.274687912,2698221.7009125017
SOBOL,CMA,Problem12,419.3766,0.7985919,0.7965015,0.8767729,0.5913292,25283321.686042387,3434376.2247475204
SOBOL,CMA,Problem12,419.3766,0.7985919,0.7965015,0.8767729,0.6911711,25074752.660724394,4120571.976878666
SOBOL,CMA,Problem12,419.3766,0.7985919,0.7965015,2.809859,0.6911711,24605089.829963215,3511018.35830928
SOBOL,CMA,Problem12,419.3766,0.7985919,1.436523,0.8767729,0.6911711,25253180.251157533,3047012.823707085
SOBOL,CMA,Problem12,423.361,0.2473725,1.656093,0.8085693,0.4755735,25201111.413118433,4451138.979985049
SOBOL,CMA,Problem12,423.361,0.769813,1.369808,0.3863213,0.2690499,26084623.963957477,3127252.056392974
SOBOL,CMA,Problem12,427.4951,0.3144066,1.809755,3.948361,0.4231364,24606708.90065143,3743872.6066166284
SOBOL,CMA,Problem12,427.4951,0.706463,0.9425882,2.452019,0.5641369,25278481.4663309,4480299.175437335
SOBOL,CMA,Problem12,432.6112,0.1367973,0.3500677,2.473451,0.1048912,24706335.325777553,2951841.0980007285
SOBOL,CMA,Problem12,432.6112,0.3666527,0.3500677,2.333052,0.1048912,24480561.042818587,2349800.1208217125
SOBOL,CMA,Problem12,432.6112,0.3666527,0.3500677,2.473451,0.1048912,25544169.00717449,2832650.3264494566
SOBOL,CMA,Problem12,432.6112,0.3666527,0.3500677,2.473451,0.1538145,25381162.2932016,4116290.0921847452
SOBOL,CMA,Problem12,432.6112,0.3666527,0.5074794,2.473451,0.1048912,25384375.17819879,2877116.525981603
SOBOL,CMA,Problem12,437.742,0.5001981,0.9165475,2.208239,0.6402431,25574808.54702815,3953755.2702480475
SOBOL,CMA,Problem12,437.742,0.9061488,0.3163381,2.208239,0.6402431,25722569.357578125,2706585.3928906536
SOBOL,CMA,Problem12,437.742,0.9061488,0.9165475,1.096972,0.6402431,25643638.33286326,2960347.8891581576
SOBOL,CMA,Problem12,437.742,0.9061488,0.9165475,2.208239,0.1946892,26017224.613865174,3082108.136546595
SOBOL,CMA,Problem12,437.742,0.9061488,0.9165475,2.208239,0.6402431,25909472.174414918,3011776.9517565873
SOBOL,CMA,Problem12,441.2727,0.6189104,1.465791,3.866043,0.554062,25244648.095867936,3249796.924449918
SOBOL,CMA,Problem12,441.2727,0.6594036,1.298262,3.866043,0.554062,24304027.277155384,3919122.2462324677
SOBOL,CMA,Problem12,441.2727,0.6594036,1.465791,0.347498,0.554062,26143603.451817557,4055590.545445511
SOBOL,CMA,Problem12,441.2727,0.6594036,1.465791,3.866043,0.554062,24527753.210936785,2992007.7815524093
SOBOL,CMA,Problem12,441.2727,0.6594036,1.465791,3.866043,0.7168362,25919623.726237398,3318699.3045380153
SOBOL,CMA,Problem12,447.3591,0.2302968,1.786121,2.53082,0.04230243,24400079.49935376,4549987.356614499
SOBOL,CMA,Problem12,447.3591,0.7214148,1.390587,1.852998,0.5968429,25682313.332576912,3856742.133611175
SOBOL,CMA,Problem12,45.2968,0.53514,0.135732,0.0749023,0.988092,25202665.812342763,3033596.887452039
SOBOL,CMA,Problem12,45.2968,0.89298,1.44514,3.06297,0.523711,24509077.49510623,5183676.358163512
SOBOL,CMA,Problem12,452.0354,0.2337061,1.160092,0.889038,0.02845462,25669151.482968748,3188216.717231246
SOBOL,CMA,Problem12,452.0354,0.7019271,0.6807141,0.889038,0.02845462,25243055.35152172,2523007.366167325
SOBOL,CMA,Problem12,452.0354,0.7019271,1.160092,0.889038,0.02845462,24861139.68940789,3289635.9210182745
SOBOL,CMA,Problem12,452.0354,0.7019271,1.160092,0.889038,0.3836272,25189374.27456614,3231607.3475554767
SOBOL,CMA,Problem12,452.0354,0.7019271,1.160092,2.244583,0.02845462,25108352.21879299,3591014.4745454406
SOBOL,CMA,Problem12,457.8886,0.57321,1.529832,2.302077,0.1718879,25024355.15795047,3249935.740143568
SOBOL,CMA,Problem12,457.8886,0.9109152,1.046389,0.5956908,0.4900786,24593427.661152463,2811989.3390900264
SOBOL,CMA,Problem12,463.5259,0.6400176,1.994208,1.810798,0.569208,25170777.119049907,2410868.0450826325
SOBOL,CMA,Problem12,463.5259,0.9464145,0.3983366,1.054001,0.9473522,25441491.648966897,3257975.904662916
SOBOL,CMA,Problem12,467.0972,0.1676593,0.9343806,2.900439,0.1693101,24984035.453484852,3246099.7872052127
SOBOL,CMA,Problem12,467.0972,0.1676593,0.9343806,2.900439,0.6506142,23928573.19157802,2137003.365629557
SOBOL,CMA,Problem12,467.0972,0.1676593,0.9343806,3.258746,0.1693101,25621679.797187947,3178134.515883277
SOBOL,CMA,Problem12,467.0972,0.1676593,1.749444,2.900439,0.1693101,24707781.78494109,3878249.4018698484
SOBOL,CMA,Problem12,467.0972,0.8592472,0.9343806,2.900439,0.1693101,25653760.445929877,3101077.413356364
SOBOL,CMA,Problem12,474.3437,0.4220079,1.13644,2.125602,0.9729405,24667514.1757578,2806280.4310377655
SOBOL,CMA,Problem12,474.3437,0.4220079,1.910652,2.125602,0.7572403,24985596.52044902,4183207.886603271
SOBOL,CMA,Problem12,474.3437,0.4220079,1.910652,2.125602,0.9729405,25019253.72548372,3324047.245645698
SOBOL,CMA,Problem12,474.3437,0.4220079,1.910652,3.996314,0.9729405,25357684.171880234,4759507.795649068
SOBOL,CMA,Problem12,474.3437,0.6365972,1.910652,2.125602,0.9729405,25352654.819484647,4011516.9822142874
SOBOL,CMA,Problem12,480.167,0.6569085,1.816597,0.6305503,0.6710551,24512565.68529134,3653628.751571463
SOBOL,CMA,Problem12,480.167,0.777108,1.898037,0.4616832,0.2620464,24322463.826938916,3987433.2712063706
SOBOL,CMA,Problem12,481.3269,0.4408859,1.639227,0.8287061,0.4961657,25367572.163130604,3873363.8641419727
SOBOL,CMA,Problem12,481.3269,0.4621626,0.4929067,1.860702,0.8950983,24149139.710216355,2849574.1433265335
SOBOL,CMA,Problem12,487.0613,0.3877689,1.702382,2.691188,0.2144219,25160615.67725773,2452179.017699099
SOBOL,CMA,Problem12,487.0613,0.424383,0.1154626,0.5055045,0.4559808,25283391.884920128,3017617.25621029
SOBOL,CMA,Problem12,491.6404,0.1279479,0.1972775,0.2987897,0.124621,26027361.9184199,2719489.604059724
SOBOL,CMA,Problem12,491.6404,0.6346277,0.5448913,0.7420677,0.1388872,25611656.11147178,3145871.629348641
SOBOL,CMA,Problem12,495.3062,0.1483991,0.6718209,0.9547917,0.202128,26101502.88533919,4339750.361689112
SOBOL,CMA,Problem12,495.3062,0.1483991,0.6718209,0.9547917,0.8790616,25372560.264147315,2543639.6661263453
SOBOL,CMA,Problem12,495.3062,0.1483991,0.6718209,2.409471,0.8790616,25121949.284571335,3354517.4478225103
SOBOL,CMA,Problem12,495.3062,0.1483991,0.783057,0.9547917,0.8790616,25013990.81836229,3444635.488893494
SOBOL,CMA,Problem12,495.3062,0.8916487,0.6718209,0.9547917,0.8790616,25480409.907605626,2724456.647518547
SOBOL,CMA,Problem12,501.1061,0.103148,1.197121,3.493101,0.00394249,24297288.31468214,3237341.9230149235
SOBOL,CMA,Problem12,501.1061,0.34926,1.197121,2.760401,0.00394249,26414368.581775818,3401173.645743662
SOBOL,CMA,Problem12,501.1061,0.34926,1.197121,3.493101,0.00394249,25044615.993131287,3528252.1650753305
SOBOL,CMA,Problem12,501.1061,0.34926,1.197121,3.493101,0.3453318,26165243.64898491,3400276.4009688855
SOBOL,CMA,Problem12,501.1061,0.34926,1.705647,3.493101,0.00394249,25285145.93120348,3898448.3677457264
SOBOL,CMA,Problem12,509.458,0.2599298,1.256647,3.15338,0.4873856,25231323.042697497,3168203.1934160287
SOBOL,CMA,Problem12,509.458,0.9929165,1.256647,0.1433814,0.4873856,24828978.28590036,3062174.2256561387
SOBOL,CMA,Problem12,509.458,0.9929165,1.256647,3.15338,0.4004774,25882668.260678373,2673781.2339026313
SOBOL,CMA,Problem12,509.458,0.9929165,1.256647,3.15338,0.4873856,24994185.094996847,3548483.5708342474
SOBOL,CMA,Problem12,509.458,0.9929165,1.585277,3.15338,0.4873856,26219302.884890284,4333642.825349626
SOBOL,CMA,Problem12,51.9664,0.753247,0.234883,1.24049,0.942472,24202841.52068334,3420979.486263187
SOBOL,CMA,Problem12,51.9664,0.753247,0.35796,0.121995,0.942472,25088060.383783914,3479098.8809119
SOBOL,CMA,Problem12,51.9664,0.753247,0.35796,1.24049,0.580981,25130175.325966116,2733097.8449188466
SOBOL,CMA,Problem12,51.9664,0.753247,0.35796,1.24049,0.942472,25868893.54706265,2502900.51793703
SOBOL,CMA,Problem12,51.9664,0.828659,0.35796,1.24049,0.942472,25564384.93730334,3027693.03880319
SOBOL,CMA,Problem12,513.4679,0.4572586,0.1430703,0.04084607,0.1591724,25333859.168722738,3184718.020927393
SOBOL,CMA,Problem12,513.4679,0.6097415,1.92251,1.378631,0.820587,25665509.394219495,4188013.9407697506
SOBOL,CMA,Problem12,515.533,0.1739754,1.33866,0.9230261,0.2408761,25249923.971148025,3096359.155981346
SOBOL,CMA,Problem12,515.533,0.1739754,1.33866,0.9230261,0.4390948,25404839.102367997,3811329.635542229
SOBOL,CMA,Problem12,515.533,0.1739754,1.33866,2.092663,0.4390948,24955196.67864239,3642879.682214181
SOBOL,CMA,Problem12,515.533,0.1739754,1.989412,0.9230261,0.4390948,25292028.16662146,3796627.747387532
SOBOL,CMA,Problem12,515.533,0.8219681,1.33866,0.9230261,0.4390948,26352191.459413454,2958368.6955297864
SOBOL,CMA,Problem12,523.7697,0.2302968,1.390587,1.852998,0.5968429,25317129.523896687,3610639.792551317
SOBOL,CMA,Problem12,523.7697,0.7214148,1.390587,1.852998,0.04230243,25611618.113448914,3101292.8732106993
SOBOL,CMA,Problem12,523.7697,0.7214148,1.390587,1.852998,0.5968429,25929720.479618803,3375191.7234611013
SOBOL,CMA,Problem12,523.7697,0.7214148,1.390587,2.53082,0.5968429,25207801.435910437,2940248.3363175984
SOBOL,CMA,Problem12,523.7697,0.7214148,1.786121,1.852998,0.5968429,25111834.801806785,3498791.0311911204
SOBOL,CMA,Problem12,526.096,0.1204278,0.2767335,1.679787,0.3429888,24650706.37602658,3366338.446998483
SOBOL,CMA,Problem12,526.096,0.1204278,0.2767335,3.648408,0.3429888,25438222.198285714,2825843.8189712246
SOBOL,CMA,Problem12,526.096,0.1204278,0.2767335,3.648408,0.8118276,25391078.99143314,3257803.351124291
SOBOL,CMA,Problem12,526.096,0.1204278,0.6112478,3.648408,0.3429888,25118725.037036784,2938421.6902555707
SOBOL,CMA,Problem12,526.096,0.5082309,0.2767335,3.648408,0.3429888,25318780.938644346,3280894.3953046254
SOBOL,CMA,Problem12,530.9743,0.7532466,0.3579599,1.240487,0.9424721,25566274.744766932,2119100.2590450635
SOBOL,CMA,Problem12,530.9743,0.8286588,0.2348827,0.1219947,0.5809814,25564576.131065484,2564305.972102401
SOBOL,CMA,Problem12,539.2496,0.2359775,0.629609,0.9651765,0.2537211,25424915.46195469,3058049.966231752
SOBOL,CMA,Problem12,539.2496,0.3705204,1.79624,0.3383421,0.2207454,25271825.53517331,2943149.441286906
SOBOL,CMA,Problem12,541.4917,0.4471453,0.4276268,3.768091,0.7653224,25761446.463657454,3053414.6550692455
SOBOL,CMA,Problem12,541.4917,0.4471453,0.754186,0.705622,0.7653224,26384206.53908006,2761945.610645681
SOBOL,CMA,Problem12,541.4917,0.4471453,0.754186,3.768091,0.3028988,25717505.76032391,2434326.3372252667
SOBOL,CMA,Problem12,541.4917,0.4471453,0.754186,3.768091,0.7653224,25416354.60916951,3533694.135175055
SOBOL,CMA,Problem12,541.4917,0.8774506,0.754186,3.768091,0.7653224,26025709.393232796,3218725.8329866594
SOBOL,CMA,Problem12,544.9428,0.2826657,0.4184827,2.942701,0.4300623,26163620.60306312,3255285.509582036
SOBOL,CMA,Problem12,544.9428,0.3205495,0.7881792,2.015996,0.8749897,25446733.04513838,2553805.131546703
SOBOL,CMA,Problem12,55.0933,0.300231,0.106222,2.67397,0.208101,25524060.240285058,2570855.700668989
SOBOL,CMA,Problem12,55.0933,0.341797,0.106222,1.47434,0.208101,24958567.413819496,2934971.796846414
SOBOL,CMA,Problem12,55.0933,0.341797,0.106222,2.67397,0.208101,25174151.3768385,3082314.065241793
SOBOL,CMA,Problem12,55.0933,0.341797,0.106222,2.67397,0.894078,25682199.465328854,2646251.6045934865
SOBOL,CMA,Problem12,55.0933,0.341797,1.42186,2.67397,0.208101,25406208.1549838,3181318.0002880106
SOBOL,CMA,Problem12,554.1217,0.1076611,0.1488811,0.1987371,0.1648462,25179060.72347848,3587030.4207303626
SOBOL,CMA,Problem12,554.1217,0.1076611,0.1488811,0.1987371,0.6244519,24551262.647296187,3233815.121128145
SOBOL,CMA,Problem12,554.1217,0.1076611,0.1488811,2.895928,0.6244519,24527776.73432506,3510515.482999608
SOBOL,CMA,Problem12,554.1217,0.1076611,0.7074309,0.1987371,0.6244519,25448372.07863488,3088425.792888677
SOBOL,CMA,Problem12,554.1217,0.1836662,0.1488811,0.1987371,0.6244519,25549478.342823103,3642880.8458296275
SOBOL,CMA,Problem12,557.3319,0.1861988,1.638024,3.911697,0.5406203,24569882.283832446,3990040.336439962
SOBOL,CMA,Problem12,557.3319,0.6918462,0.4532615,3.911697,0.5406203,25527424.266128294,2993689.467678812
SOBOL,CMA,Problem12,557.3319,0.6918462,1.638024,3.053068,0.5406203,24709480.776528485,2852869.639948458
SOBOL,CMA,Problem12,557.3319,0.6918462,1.638024,3.911697,0.4455603,25618455.02605463,3965627.154168046
SOBOL,CMA,Problem12,557.3319,0.6918462,1.638024,3.911697,0.5406203,24862763.819444854,3387072.645264878
SOBOL,CMA,Problem12,563.2279,0.1325833,0.9193931,1.384249,0.5044903,24763522.138555206,2975447.2387673073
SOBOL,CMA,Problem12,563.2279,0.6854434,0.9193931,0.775871,0.5044903,24763347.64477788,2902180.606895981
SOBOL,CMA,Problem12,563.2279,0.6854434,0.9193931,1.384249,0.3786501,26032409.499326754,3205909.3167337133
SOBOL,CMA,Problem12,563.2279,0.6854434,0.9193931,1.384249,0.5044903,24999191.803227905,3267240.8974451176
SOBOL,CMA,Problem12,563.2279,0.6854434,1.08283,1.384249,0.5044903,25583085.403002694,2508586.740004723
SOBOL,CMA,Problem12,565.0259,0.4705767,1.059732,1.797045,0.46624,25769756.042251036,2837265.245368082
SOBOL,CMA,Problem12,565.0259,0.9251809,0.1785504,3.018734,0.2844846,25704198.01982614,2231420.4770222814
SOBOL,CMA,Problem12,572.5124,0.663611,0.7727346,0.5593976,0.0550294,25366034.300541095,3011309.7602062346
SOBOL,CMA,Problem12,572.5124,0.7609045,0.8541177,2.982514,0.9346222,24640535.34379526,3532302.3059531595
SOBOL,CMA,Problem12,576.5841,0.4046054,1.233655,3.398699,0.06439829,25063014.419486884,2678688.202869538
SOBOL,CMA,Problem12,576.5841,0.4046054,1.624517,0.6138049,0.06439829,24504286.859331835,3911788.49842326
SOBOL,CMA,Problem12,576.5841,0.4046054,1.624517,3.398699,0.06439829,25429904.5103615,4260133.111309108
SOBOL,CMA,Problem12,576.5841,0.4046054,1.624517,3.398699,0.08823883,24487464.22078341,3021240.537374698
SOBOL,CMA,Problem12,576.5841,0.9322958,1.624517,3.398699,0.06439829,24478981.889699988,3932053.2950066077
SOBOL,CMA,Problem12,583.9169,0.80847,1.508261,0.1787058,0.7241852,25554337.02486552,3305944.365806774
SOBOL,CMA,Problem12,583.9169,0.9723593,1.661264,3.814999,0.8676364,25532462.075057626,2586819.151685779
SOBOL,CMA,Problem12,586.1379,0.2490274,1.230136,3.198913,0.3650882,24696225.649660137,2877318.2687685294
SOBOL,CMA,Problem12,586.1379,0.2760788,0.9735404,2.037019,0.3626334,25120295.289051946,3008665.2520235563
SOBOL,CMA,Problem12,592.3858,0.3144066,0.9425882,2.452019,0.5641369,25836937.57499451,2983459.2279309416
SOBOL,CMA,Problem12,592.3858,0.706463,0.9425882,2.452019,0.4231364,24534640.833176862,4333342.669203262
SOBOL,CMA,Problem12,592.3858,0.706463,0.9425882,2.452019,0.5641369,24578192.0077624,2940137.936879888
SOBOL,CMA,Problem12,592.3858,0.706463,0.9425882,3.948361,0.5641369,25276674.676677022,2289572.3211987293
SOBOL,CMA,Problem12,592.3858,0.706463,1.809755,2.452019,0.5641369,23955747.699607234,3512642.7823440298
SOBOL,CMA,Problem12,596.5343,0.2473725,1.369808,0.3863213,0.2690499,25901180.095373414,3324458.698143388
SOBOL,CMA,Problem12,596.5343,0.769813,1.369808,0.3863213,0.2690499,25089893.45113949,3203315.3837475074
SOBOL,CMA,Problem12,596.5343,0.769813,1.369808,0.3863213,0.4755735,24583323.060662422,3590422.558104355
SOBOL,CMA,Problem12,596.5343,0.769813,1.369808,0.8085693,0.2690499,26310057.006511524,3362587.2842089604
SOBOL,CMA,Problem12,596.5343,0.769813,1.656093,0.3863213,0.2690499,25564646.41211031,3520826.1507618222
SOBOL,CMA,Problem12,603.4103,0.676478,1.324963,3.532476,0.1400888,25303584.938099954,2999141.7857757886
SOBOL,CMA,Problem12,603.4103,0.6974293,0.8374493,1.777649,0.9995784,25029438.71046561,2259647.839104683
SOBOL,CMA,Problem12,607.699,0.676478,0.8374493,3.532476,0.1400888,25862493.32309385,3461699.095480992
SOBOL,CMA,Problem12,607.699,0.676478,1.324963,1.777649,0.1400888,25159016.494511645,2732353.0795107484
SOBOL,CMA,Problem12,607.699,0.676478,1.324963,3.532476,0.1400888,24537896.67455023,3531008.0514434865
SOBOL,CMA,Problem12,607.699,0.676478,1.324963,3.532476,0.9995784,24223268.353069127,2982615.538426102
SOBOL,CMA,Problem12,607.699,0.6974293,1.324963,3.532476,0.1400888,25466809.975462794,2854461.9697829303
SOBOL,CMA,Problem12,609.9496,0.739461,0.3841117,1.005599,0.6112768,24251819.869577367,3631783.9821662595
SOBOL,CMA,Problem12,609.9496,0.9555523,0.3841117,1.005599,0.6112768,25906280.102519266,2258798.643510678
SOBOL,CMA,Problem12,609.9496,0.9555523,0.3841117,1.005599,0.9116372,25726288.85422092,3096841.439179326
SOBOL,CMA,Problem12,609.9496,0.9555523,0.3841117,1.03517,0.6112768,26131823.95543662,3472319.9747019396
SOBOL,CMA,Problem12,609.9496,0.9555523,1.724991,1.005599,0.6112768,26199107.428829715,2883115.7314859554
SOBOL,CMA,Problem12,615.0427,0.6224913,0.9838938,0.7348295,0.7052124,25752989.38226146,2857479.4996343856
SOBOL,CMA,Problem12,615.0427,0.6300542,0.588132,0.7348295,0.7052124,25091840.595138777,3132955.869185077
SOBOL,CMA,Problem12,615.0427,0.6300542,0.9838938,0.6902914,0.7052124,25990076.790858444,2288743.046584137
SOBOL,CMA,Problem12,615.0427,0.6300542,0.9838938,0.7348295,0.4545397,24644051.364036344,3397088.1114100507
SOBOL,CMA,Problem12,615.0427,0.6300542,0.9838938,0.7348295,0.7052124,24411610.112712197,2803346.2824156494
SOBOL,CMA,Problem12,620.043,0.2490274,0.9735404,2.037019,0.3626334,24542958.22684793,2939385.0840496337
SOBOL,CMA,Problem12,620.043,0.2760788,0.9735404,2.037019,0.3626334,25719364.276309904,3208433.5020925016
SOBOL,CMA,Problem12,620.043,0.2760788,0.9735404,2.037019,0.3650882,25025746.7235236,3506232.20140609
SOBOL,CMA,Problem12,620.043,0.2760788,0.9735404,3.198913,0.3626334,24827524.24705125,2364332.7722293762
SOBOL,CMA,Problem12,620.043,0.2760788,1.230136,2.037019,0.3626334,24786810.009659484,3366401.912581552
SOBOL,CMA,Problem12,623.8592,0.7199064,0.7600122,3.924572,0.8263602,24948615.932047147,3839266.3728409037
SOBOL,CMA,Problem12,623.8592,0.7356897,0.7600122,1.652061,0.8263602,25564599.758682836,3394637.133540461
SOBOL,CMA,Problem12,623.8592,0.7356897,0.7600122,3.924572,0.2176542,26289783.549365122,2639590.712320889
SOBOL,CMA,Problem12,623.8592,0.7356897,0.7600122,3.924572,0.8263602,25598213.195684236,4244538.374735846
SOBOL,CMA,Problem12,623.8592,0.7356897,1.025726,3.924572,0.8263602,24266972.784831543,3037950.3036190104
SOBOL,CMA,Problem12,633.1891,0.217187,0.6627346,3.35179,0.9073949,25944711.411409996,2936993.9676578217
SOBOL,CMA,Problem12,633.1891,0.8321034,1.488021,1.137848,0.05037216,24391508.305727948,2789176.9800218865
SOBOL,CMA,Problem12,634.7353,0.6569085,1.816597,0.4616832,0.6710551,24696272.691667683,3094502.798350412
SOBOL,CMA,Problem12,634.7353,0.6569085,1.816597,0.6305503,0.2620464,26215890.965693526,3833937.087636702
SOBOL,CMA,Problem12,634.7353,0.6569085,1.816597,0.6305503,0.6710551,24504268.860952634,3092305.047168825
SOBOL,CMA,Problem12,634.7353,0.6569085,1.898037,0.6305503,0.6710551,25574725.76029263,3228339.1949349856
SOBOL,CMA,Problem12,634.7353,0.777108,1.816597,0.6305503,0.6710551,25423248.098464046,3465011.352421799
SOBOL,CMA,Problem12,64.2682,0.375925,1.11001,1.11881,0.227642,24716187.857942,2732303.8113575364
SOBOL,CMA,Problem12,64.2682,0.375925,1.11001,3.7534,0.227642,24344300.11126059,4320689.408874681
SOBOL,CMA,Problem12,64.2682,0.375925,1.11001,3.7534,0.291524,25089838.38657621,2721548.84080816
SOBOL,CMA,Problem12,64.2682,0.375925,1.5386,3.7534,0.227642,23827828.538896386,4899661.987662409
SOBOL,CMA,Problem12,64.2682,0.453855,1.11001,3.7534,0.227642,24970354.455664515,3566708.3866974954
SOBOL,CMA,Problem12,642.7047,0.3950802,1.131737,3.580616,0.02410488,25914516.196837526,3604034.2531710695
SOBOL,CMA,Problem12,642.7047,0.9834076,0.844899,3.580616,0.02410488,25579534.348383367,2677147.1321136784
SOBOL,CMA,Problem12,642.7047,0.9834076,1.131737,2.706108,0.02410488,24724641.71157909,3256283.7601700476
SOBOL,CMA,Problem12,642.7047,0.9834076,1.131737,3.580616,0.02410488,25544361.272979237,3193161.5168688786
SOBOL,CMA,Problem12,642.7047,0.9834076,1.131737,3.580616,0.5858898,25086763.50793074,3013135.450627754
SOBOL,CMA,Problem12,643.6722,0.5265413,0.4700099,0.4034652,0.8479647,25695878.143268768,2827168.5261764955
SOBOL,CMA,Problem12,643.6722,0.7496841,0.4048125,3.02954,0.5496306,25562891.27344855,3144540.800023721
SOBOL,CMA,Problem12,649.7453,0.1808979,0.5674719,2.108987,0.8850051,24472259.36497655,2397113.106283903
SOBOL,CMA,Problem12,649.7453,0.8521011,0.5674719,1.231014,0.8850051,26518659.849538624,2498553.5806552884
SOBOL,CMA,Problem12,649.7453,0.8521011,0.5674719,2.108987,0.5123074,25032446.74888166,2720728.251443533
SOBOL,CMA,Problem12,649.7453,0.8521011,0.5674719,2.108987,0.8850051,26207419.21724725,2651297.6960674585
SOBOL,CMA,Problem12,649.7453,0.8521011,0.5771389,2.108987,0.8850051,25934986.648650862,3202653.5640171845
SOBOL,CMA,Problem12,655.15,0.4776302,0.5546012,1.539169,0.9376459,25428342.62143177,2635396.7208850943
SOBOL,CMA,Problem12,655.15,0.7159896,0.1200692,0.4234902,0.9510808,26207414.043469712,2880969.7208039127
SOBOL,CMA,Problem12,660.2403,0.1907498,0.3885991,2.377605,0.2733963,24830690.88072627,3010096.677980411
SOBOL,CMA,Problem12,660.2403,0.3459208,0.8936355,1.288418,0.6628151,25907630.650395654,2762173.70644401
SOBOL,CMA,Problem12,666.4256,0.2691578,0.8117721,1.907486,0.838234,26114862.316340994,2981012.8372668102
SOBOL,CMA,Problem12,666.4256,0.8354167,0.3071619,3.730666,0.7792027,26010551.143395673,3304475.5985127822
SOBOL,CMA,Problem12,668.5254,0.5046578,0.9628013,1.433478,0.6599226,26640015.88454831,3078534.7277097167
SOBOL,CMA,Problem12,668.5254,0.6028033,0.903173,1.433478,0.6599226,25995390.081966776,2804071.8988011586
SOBOL,CMA,Problem12,668.5254,0.6028033,0.9628013,1.073031,0.6599226,24595057.64602506,3289955.486977555
SOBOL,CMA,Problem12,668.5254,0.6028033,0.9628013,1.433478,0.6292673,25495818.985968288,3841111.0009153765
SOBOL,CMA,Problem12,668.5254,0.6028033,0.9628013,1.433478,0.6599226,25509049.805101585,2920271.408998949
SOBOL,CMA,Problem12,67.5032,0.56778,1.01048,3.229,0.804907,24763191.11613954,3202386.52029413
SOBOL,CMA,Problem12,67.5032,0.845606,1.12321,3.33217,0.286357,23989227.142950583,4811338.218468143
SOBOL,CMA,Problem12,676.9334,0.2246338,0.325466,0.9086745,0.6999965,25312087.65189598,3662183.0002202545
SOBOL,CMA,Problem12,676.9334,0.2246338,1.216438,0.9086745,0.6999965,25014255.57516797,3133979.714706269
SOBOL,CMA,Problem12,676.9334,0.2246338,1.216438,0.9086745,0.882424,25037891.37210349,3526638.2617224175
SOBOL,CMA,Problem12,676.9334,0.2246338,1.216438,1.940454,0.6999965,25835570.012364026,3107000.8308679992
SOBOL,CMA,Problem12,676.9334,0.9384402,1.216438,0.9086745,0.6999965,25301789.833505936,3383025.134683447
SOBOL,CMA,Problem12,682.5501,0.3258394,1.967188,0.6617965,0.07542655,25737855.57061471,3524293.6697838455
SOBOL,CMA,Problem12,682.5501,0.8682007,1.735952,0.6556087,0.3970799,25495567.796390783,2764958.0642597214
SOBOL,CMA,Problem12,687.8453,0.3903657,1.935766,2.643097,0.464017,25199303.048856463,3029491.1966232434
SOBOL,CMA,Problem12,687.8453,0.3985419,1.098217,2.643097,0.464017,25014248.575120173,2642597.9830227103
