method,algo,problem,lambda,mu-lambda_ratio,sigma0,alpha_mu,rescale_sigma0,BestSol_mean,BestSol_std
Morris,CMA,Problem25,670.0,0.3,0.1,0.0,0.1111111,5319.324575512359,3435.3243972705704
Morris,CMA,Problem25,670.0,0.3,0.1,2.222222,0.1111111,2044.7515382515098,2889.9459268399632
Morris,CMA,Problem25,670.0,0.3,0.1,2.222222,0.6666667,1458.714461936786,2317.7859357059015
Morris,CMA,Problem25,670.0,0.3,1.155556,0.0,0.6666667,4617.74170821376,5022.250001808113
Morris,CMA,Problem25,670.0,0.3,1.155556,2.222222,0.6666667,436.521169247021,724.8592678543856
Morris,CMA,Problem25,670.0,0.4,0.5222222,3.555556,0.1111111,859.575493812765,1079.988205122073
Morris,CMA,Problem25,670.0,0.4,0.5222222,3.555556,0.6666667,678.0919124177842,744.7380982934112
Morris,CMA,Problem25,670.0,0.4,1.577778,1.333333,0.1111111,465.9003318443209,656.8277191338884
Morris,CMA,Problem25,670.0,0.4,1.577778,3.555556,0.1111111,314.12479275514784,364.33131547063283
Morris,CMA,Problem25,670.0,0.4,2.0,2.222222,1.0,392.6247330916832,610.9246442212986
Morris,CMA,Problem25,670.0,0.5,0.3111111,1.333333,0.6666667,2074.104611931418,3179.0958931753707
Morris,CMA,Problem25,670.0,0.5,1.155556,0.4444444,0.4444444,1593.0931093893487,2795.9187650126855
Morris,CMA,Problem25,670.0,0.5,1.366667,1.333333,0.1111111,1155.6789852060238,1544.5235905175591
Morris,CMA,Problem25,670.0,0.5,1.366667,1.333333,0.6666667,1989.9007167454172,3109.411316156045
Morris,CMA,Problem25,670.0,0.5,1.366667,3.555556,0.1111111,565.9862086336855,671.9942171611239
Morris,CMA,Problem25,670.0,0.6,0.5222222,3.555556,0.8888889,2127.4227654948018,3641.7093731751975
Morris,CMA,Problem25,670.0,0.6,1.577778,1.333333,0.8888889,1197.410258533314,1529.1582462883716
Morris,CMA,Problem25,670.0,0.6,1.577778,3.555556,0.3333333,1669.4836063894109,2799.1936739694297
Morris,CMA,Problem25,670.0,0.6,1.577778,3.555556,0.8888889,748.0633409199282,1301.8414197308857
Morris,CMA,Problem25,670.0,0.6,2.0,0.0,0.0,4263.582261544819,3899.063975639836
Morris,CMA,Problem25,670.0,0.6,2.0,0.0,0.5555556,2906.8700416218535,2981.2917633934994
Morris,CMA,Problem25,670.0,0.6,2.0,2.222222,0.5555556,1096.3211505590314,1494.6333775341855
Morris,CMA,Problem25,670.0,0.7,1.577778,1.333333,0.2222222,1609.1107479473517,2881.4638451484934
Morris,CMA,Problem25,670.0,0.8,0.1,0.0,0.1111111,6183.705016949358,2318.4915819917633
Morris,CMA,Problem25,670.0,0.8,0.7333333,4.0,0.6666667,1953.8642704087179,3462.5272523818576
Morris,CMA,Problem25,670.0,0.9,0.5222222,3.555556,0.6666667,3448.5125820015573,3736.9648084717915
Morris,CMA,Problem25,670.0,0.9,2.0,2.222222,0.4444444,1929.475844159241,2760.695038378033
Morris,CMA,Problem25,670.0,0.9,2.0,2.222222,1.0,1392.1301397477005,2047.5544001419387
Morris,CMA,Problem25,670.0,1.0,0.5222222,4.0,0.7777778,2939.2859538758503,2597.0864931553633
Morris,CMA,Problem25,670.0,1.0,1.155556,0.4444444,0.4444444,5107.108243053228,4820.659275289127
Morris,CMA,Problem25,670.0,1.0,1.366667,3.555556,0.1111111,1995.5265435509416,2593.5699976940064
Morris,CMA,Problem25,780.0,0.1,0.7333333,1.777778,0.1111111,704.8413570828181,842.6065769641447
Morris,CMA,Problem25,780.0,0.1,0.7333333,4.0,0.1111111,494.96792146767103,499.2240388329824
Morris,CMA,Problem25,780.0,0.1,0.7333333,4.0,0.6666667,416.7585034811367,424.05912751254215
Morris,CMA,Problem25,780.0,0.1,1.788889,1.777778,0.1111111,625.0294081438497,953.3466158729847
Morris,CMA,Problem25,780.0,0.2,0.7333333,1.333333,0.1111111,756.3945499112897,1273.5922296349786
Morris,CMA,Problem25,780.0,0.2,0.7333333,1.333333,0.6666667,906.5937313178578,1557.0569124528986
Morris,CMA,Problem25,780.0,0.2,0.7333333,3.555556,0.6666667,407.7937256917473,450.4243028313581
Morris,CMA,Problem25,780.0,0.2,1.155556,4.0,1.0,436.6424106372277,582.234324118038
Morris,CMA,Problem25,780.0,0.2,1.366667,0.8888889,0.4444444,1637.3397647249508,2543.5764748380952
Morris,CMA,Problem25,780.0,0.2,1.577778,1.333333,0.2222222,395.33535595285974,364.8259946035338
Morris,CMA,Problem25,780.0,0.2,1.788889,3.555556,0.6666667,461.93788069587464,535.9908030395304
Morris,CMA,Problem25,780.0,0.4,0.3111111,1.333333,0.3333333,2536.1209387933804,4185.846051743387
Morris,CMA,Problem25,780.0,0.4,0.3111111,1.333333,0.8888889,2083.373542736091,3197.761799357644
Morris,CMA,Problem25,780.0,0.4,0.9444444,2.666667,0.4444444,940.5912939737116,975.9184612171663
Morris,CMA,Problem25,780.0,0.4,1.366667,1.333333,0.3333333,1792.180886262744,3124.744019075088
Morris,CMA,Problem25,780.0,0.4,2.0,0.4444444,0.4444444,1337.1890800022231,2455.339543566871
Morris,CMA,Problem25,780.0,0.4,2.0,2.666667,0.4444444,529.284837241675,564.4007874924773
Morris,CMA,Problem25,780.0,0.6,0.1,2.666667,0.0,4725.290610919454,4194.158060458482
Morris,CMA,Problem25,780.0,0.6,0.1,2.666667,0.5555556,4094.1302836400414,3955.401682542844
Morris,CMA,Problem25,780.0,0.6,0.7333333,4.0,0.6666667,2404.7971126787834,3600.501730923355
Morris,CMA,Problem25,780.0,0.6,1.155556,0.4444444,0.0,2855.167216794457,4366.1196356282535
Morris,CMA,Problem25,780.0,0.6,1.155556,2.666667,0.0,2169.1707414940147,3852.9997718325653
Morris,CMA,Problem25,780.0,0.7,1.155556,1.777778,1.0,2140.646934691121,3665.167526385247
Morris,CMA,Problem25,780.0,0.7,1.155556,4.0,1.0,2012.4943096577488,3304.5643763506114
Morris,CMA,Problem25,780.0,0.7,1.788889,3.555556,0.6666667,1974.1760784575922,3099.651815832162
Morris,CMA,Problem25,780.0,0.8,1.577778,4.0,0.1111111,2038.8889565406346,3417.6135223705473
Morris,CMA,Problem25,780.0,0.8,1.577778,4.0,0.6666667,2554.587440829011,4112.874608838689
Morris,CMA,Problem25,780.0,0.9,0.3111111,1.333333,0.8888889,4855.633119786429,4166.022858089914
Morris,CMA,Problem25,780.0,0.9,0.9444444,2.666667,0.4444444,3737.663114061134,5118.746300810342
Morris,CMA,Problem25,890.0,0.1,0.1,0.0,0.2222222,5645.340800792398,4413.280205697213
Morris,CMA,Problem25,890.0,0.1,0.1,0.0,0.7777778,5355.420928062902,3991.786651457167
Morris,CMA,Problem25,890.0,0.1,0.1,2.222222,0.2222222,1862.2698699743644,2540.8925962485214
Morris,CMA,Problem25,890.0,0.1,0.7333333,0.0,0.1111111,4041.448200526931,4111.467932129058
Morris,CMA,Problem25,890.0,0.1,0.7333333,2.222222,0.1111111,546.8853233056544,515.1656925321262
Morris,CMA,Problem25,890.0,0.3,1.788889,3.111111,0.4444444,613.8306866898495,785.9260500478267
Morris,CMA,Problem25,890.0,0.3,1.788889,3.111111,1.0,407.53377641768094,379.2706585813612
Morris,CMA,Problem25,890.0,0.6,0.1,2.222222,0.2222222,4747.061032930227,3678.871569916746
Morris,CMA,Problem25,890.0,0.6,0.7333333,2.222222,0.1111111,1896.4996430759052,3148.5761177768163
Morris,CMA,Problem25,890.0,0.6,1.155556,2.222222,0.2222222,1787.464969348771,2407.7611914897475
Morris,CMA,Problem25,890.0,0.7,0.1,0.0,0.0,7170.499058948672,3071.2028183051025
Morris,CMA,Problem25,890.0,0.7,0.1,2.222222,0.0,4848.569182461175,3968.6471354576356
Morris,CMA,Problem25,890.0,0.7,1.155556,2.222222,0.0,794.8158481255825,1300.9909197298423
Morris,CMA,Problem25,890.0,0.7,1.155556,2.222222,0.5555556,1653.777518340607,2011.664546362723
Morris,CMA,Problem25,890.0,0.8,0.3111111,1.333333,0.0,4886.441429716634,4703.365713274276
Morris,CMA,Problem25,890.0,0.8,0.7333333,0.8888889,1.0,2496.025673995996,2476.8290423278218
Morris,CMA,Problem25,890.0,0.8,0.7333333,3.111111,1.0,3975.659965351718,4568.82152571009
Morris,CMA,Problem25,890.0,0.8,1.788889,3.111111,1.0,2529.6313204665066,4160.924827609134
Morris,CMA,Problem25,890.0,1.0,0.1,4.0,0.3333333,5505.398342924828,4292.989038009338
Morris,CMA,Problem26,10.0,0.1,0.733333,2.66667,0.666667,11.700518631895957,10.0745539664993
Morris,CMA,Problem26,10.0,0.1,1.78889,0.444444,0.666667,11.65885231045915,10.035840243261703
Morris,CMA,Problem26,10.0,0.1,1.78889,2.66667,0.666667,11.653536118417199,10.03783736994273
Morris,CMA,Problem26,10.0,0.2,0.522222,0.0,0.222222,15.639050045783822,8.244944349405298
Morris,CMA,Problem26,10.0,0.2,0.522222,0.0,0.777778,17.374485594382552,6.137885591252334
Morris,CMA,Problem26,10.0,0.2,1.57778,0.0,0.222222,11.698190583047332,10.069628017078514
Morris,CMA,Problem26,10.0,0.2,1.57778,2.22222,0.222222,13.673109148648342,9.436076793226874
Morris,CMA,Problem26,10.0,0.3,0.1,1.77778,0.111111,19.590665332369248,0.26492414592918107
Morris,CMA,Problem26,10.0,0.3,0.1,4.0,0.111111,19.566988998503888,0.2707283884017042
Morris,CMA,Problem26,10.0,0.3,1.15556,4.0,0.111111,11.6675649838936,10.045818276339642
Morris,CMA,Problem26,10.0,0.4,1.57778,4.0,0.222222,11.805745659233382,10.161367541599663
Morris,CMA,Problem26,10.0,0.4,1.78889,2.22222,0.111111,11.703797443364625,10.07665101218529
Morris,CMA,Problem26,10.0,0.5,0.311111,2.22222,1.0,19.55591568454565,0.1954080883830754
Morris,CMA,Problem26,10.0,0.5,0.522222,3.55556,0.111111,19.37807375742128,0.46348464837456194
Morris,CMA,Problem26,10.0,0.5,0.944444,0.444444,0.777778,13.681153410223862,9.441867397928934
Morris,CMA,Problem26,10.0,0.5,1.36667,2.22222,1.0,11.70281214376513,10.072870886169738
Morris,CMA,Problem26,10.0,0.5,2.0,4.0,0.888889,11.735887416739352,10.102677282573469
Morris,CMA,Problem26,10.0,0.7,1.57778,2.22222,0.222222,11.772148568407449,10.132615253803163
Morris,CMA,Problem26,10.0,0.8,0.1,1.77778,0.111111,19.217521448095667,0.4924979146393137
Morris,CMA,Problem26,10.0,0.8,0.1,4.0,0.111111,19.08581042403278,0.524355667781167
Morris,CMA,Problem26,10.0,0.9,0.733333,0.0,0.666667,17.64911062870443,6.202615467157208
Morris,CMA,Problem26,10.0,0.9,0.733333,2.22222,0.111111,17.586984983022035,6.182409580663602
Morris,CMA,Problem26,10.0,0.9,0.733333,2.22222,0.666667,17.001129277507033,6.145075768489074
Morris,CMA,Problem26,10.0,0.9,1.57778,4.0,0.222222,13.688940325206165,9.450601286255242
Morris,CMA,Problem26,10.0,0.9,1.78889,2.22222,0.111111,13.184118226452176,9.237986383928712
Morris,CMA,Problem26,10.0,1.0,0.311111,0.0,0.444444,19.46008957718448,0.3224743980936286
Morris,CMA,Problem26,10.0,1.0,0.311111,2.22222,0.444444,19.437976641496213,0.3193291572107023
Morris,CMA,Problem26,10.0,1.0,0.311111,2.22222,1.0,19.41323353352565,0.3220488987471983
Morris,CMA,Problem26,10.0,1.0,0.311111,2.66667,0.222222,19.599785404707692,0.19500223976566697
Morris,CMA,Problem26,10.0,1.0,0.522222,3.55556,0.111111,18.63007764799232,2.5217075250571175
Morris,CMA,Problem26,10.0,1.0,0.944444,4.0,0.888889,15.055232659877754,8.222541583272529
Morris,CMA,Problem26,10.0,1.0,2.0,4.0,0.888889,12.001493461293524,9.740404953049758
Morris,CMA,Problem26,1000.0,0.1,0.1,1.7777778,0.88888889,20.17454077790735,0.6826980106867694
Morris,CMA,Problem26,1000.0,0.1,0.1,4.0,0.88888889,19.843190254814772,0.4848450466880204
Morris,CMA,Problem26,1000.0,0.2,1.3666667,1.3333333,0.11111111,15.559840355227115,7.300208884831839
Morris,CMA,Problem26,1000.0,0.3,0.31111111,1.7777778,0.0,19.797343436862928,0.6618422395873441
Morris,CMA,Problem26,1000.0,0.3,0.73333333,0.44444444,0.77777778,20.006836662298078,0.8711219983393417
Morris,CMA,Problem26,1000.0,0.3,1.3666667,1.7777778,0.0,17.264806497308818,5.183002276547729
Morris,CMA,Problem26,1000.0,0.4,1.3666667,1.7777778,0.0,19.55176738013893,0.7885900160818525
Morris,CMA,Problem26,1000.0,0.5,0.73333333,2.2222222,0.0,20.186091257332322,0.6447627279542422
Morris,CMA,Problem26,1000.0,0.5,0.73333333,2.2222222,0.55555556,19.93221830589216,0.6906724242117335
Morris,CMA,Problem26,1000.0,0.5,1.7888889,2.2222222,0.0,17.65330552071569,3.627276077754847
Morris,CMA,Problem26,1000.0,0.5,2.0,4.0,0.0,18.322779857995908,5.309337152326718
Morris,CMA,Problem26,1000.0,0.5,2.0,4.0,0.55555556,14.492640077808247,8.59445050126373
Morris,CMA,Problem26,1000.0,0.6,0.1,1.7777778,0.88888889,19.97841038208174,0.7893262872870208
Morris,CMA,Problem26,1000.0,0.7,0.1,3.1111111,0.0,20.12422043550125,0.7456926631156464
Morris,CMA,Problem26,1000.0,0.7,1.1555556,3.1111111,0.0,19.96197626488154,0.47840670595417734
Morris,CMA,Problem26,1000.0,0.8,0.31111111,1.7777778,0.0,20.04837182875561,0.7667489951442532
Morris,CMA,Problem26,1000.0,0.8,0.31111111,4.0,0.0,20.14135358759691,0.7487849812115743
Morris,CMA,Problem26,1000.0,0.8,0.31111111,4.0,0.55555556,19.92014043779402,0.9294817217440416
Morris,CMA,Problem26,1000.0,0.8,1.3666667,0.0,0.55555556,20.072229267198715,0.85577536135446
Morris,CMA,Problem26,1000.0,0.9,1.3666667,0.88888889,0.44444444,20.033089704949017,0.7023049100748444
Morris,CMA,Problem26,1000.0,0.9,1.3666667,3.1111111,0.44444444,19.934776689255948,0.6399939162190702
Morris,CMA,Problem26,1000.0,0.9,1.3666667,3.1111111,1.0,20.235368479901755,0.5084567790842548
Morris,CMA,Problem26,1000.0,1.0,0.94444444,3.5555556,0.55555556,20.028592148715525,0.9884902334233373
Morris,CMA,Problem26,1000.0,1.0,1.7888889,2.2222222,0.0,17.11923868090413,5.0098772037350985
Morris,CMA,Problem26,1000.0,1.0,2.0,4.0,0.55555556,19.990527676363296,0.8084218102142515
Morris,CMA,Problem26,120.0,0.1,0.5222222,3.555556,0.3333333,19.41412222183303,0.40595326227287615
Morris,CMA,Problem26,120.0,0.1,0.9444444,0.0,0.0,13.360377132530934,8.924000333341493
Morris,CMA,Problem26,120.0,0.1,1.155556,1.777778,0.1111111,12.049403372714757,9.716498841882478
Morris,CMA,Problem26,120.0,0.1,1.155556,1.777778,0.6666667,13.189438447653894,9.070347882744208
Morris,CMA,Problem26,120.0,0.1,1.155556,4.0,0.6666667,13.836615758867813,9.506881288220288
Morris,CMA,Problem26,120.0,0.1,1.577778,1.333333,0.3333333,12.262939259788904,9.429780902103618
Morris,CMA,Problem26,120.0,0.1,1.577778,3.555556,0.3333333,12.211404852055026,9.188628963029426
Morris,CMA,Problem26,120.0,0.1,2.0,0.0,0.0,12.499100593777502,9.374017795949046
Morris,CMA,Problem26,120.0,0.2,0.5222222,3.555556,0.7777778,17.649729874660355,6.202803657071428
Morris,CMA,Problem26,120.0,0.3,0.1,0.0,0.1111111,19.600725776326207,0.21998313820838336
Morris,CMA,Problem26,120.0,0.3,0.1,0.0,0.6666667,19.48179917190763,0.3525341798951313
Morris,CMA,Problem26,120.0,0.3,0.7333333,1.777778,0.1111111,18.411424865279795,3.5627626019952174
Morris,CMA,Problem26,120.0,0.3,0.7333333,1.777778,0.6666667,12.008429724604635,9.707180838740822
Morris,CMA,Problem26,120.0,0.3,0.7333333,4.0,0.6666667,13.540854039093272,9.347258548757708
Morris,CMA,Problem26,120.0,0.3,1.155556,0.0,0.6666667,14.465323491560245,8.583540308965562
Morris,CMA,Problem26,120.0,0.3,1.788889,1.777778,0.1111111,11.7780722518872,9.919561567904887
Morris,CMA,Problem26,120.0,0.4,0.9444444,0.0,1.0,16.11271312634668,7.483355020549966
Morris,CMA,Problem26,120.0,0.4,0.9444444,2.222222,1.0,13.710842804902986,9.422466346073623
Morris,CMA,Problem26,120.0,0.4,1.577778,1.333333,0.1111111,11.670931534806337,10.005742008380384
Morris,CMA,Problem26,120.0,0.4,2.0,2.222222,1.0,11.810406586576406,10.164224916077085
Morris,CMA,Problem26,120.0,0.5,0.1,2.666667,0.4444444,19.47428894052618,0.22443510341770434
Morris,CMA,Problem26,120.0,0.5,0.1,2.666667,1.0,19.39272028357894,0.43730639201935817
Morris,CMA,Problem26,120.0,0.5,1.155556,0.4444444,0.4444444,11.808468961730226,9.63735448272016
Morris,CMA,Problem26,120.0,0.5,1.155556,2.666667,0.4444444,15.780320821105892,8.306950719992582
Morris,CMA,Problem26,120.0,0.5,1.577778,1.777778,0.2222222,11.861334011768168,10.00787549279426
Morris,CMA,Problem26,120.0,0.6,0.1,4.0,0.6666667,19.32721920032854,0.29152281605431246
Morris,CMA,Problem26,120.0,0.6,0.5222222,3.555556,0.3333333,19.476768429705807,0.38091016757588425
Morris,CMA,Problem26,120.0,0.6,1.155556,4.0,0.6666667,15.636331245466565,7.801589735469257
Morris,CMA,Problem26,120.0,0.6,1.577778,3.555556,0.3333333,11.703467294153725,10.075437329938492
Morris,CMA,Problem26,120.0,0.6,1.577778,3.555556,0.8888889,11.63634283000123,10.015071414524028
Morris,CMA,Problem26,120.0,0.8,0.1,0.0,0.1111111,19.17448714088697,0.6507283992116476
Morris,CMA,Problem26,120.0,0.8,0.7333333,4.0,0.6666667,19.47917675251742,0.5237610990200433
Morris,CMA,Problem26,120.0,1.0,0.5222222,1.777778,0.2222222,19.7298657747976,0.22597142642299128
Morris,CMA,Problem26,120.0,1.0,0.5222222,1.777778,0.7777778,19.242118453648523,0.5403897480957213
Morris,CMA,Problem26,120.0,1.0,0.5222222,4.0,0.7777778,19.58250729967672,0.49092552003037226
Morris,CMA,Problem26,120.0,1.0,1.366667,3.555556,0.1111111,15.558903860884078,8.211771572953799
Morris,CMA,Problem26,120.0,1.0,1.577778,1.777778,0.2222222,11.7070287750735,10.019925866864147
Morris,CMA,Problem26,230.0,0.1,1.155556,0.4444444,0.0,12.577895227685463,9.067202463549018
Morris,CMA,Problem26,230.0,0.1,1.788889,1.777778,0.1111111,12.019797048973292,9.12178842154876
Morris,CMA,Problem26,230.0,0.2,0.3111111,3.111111,1.0,19.47619400762927,0.32848138557496137
Morris,CMA,Problem26,230.0,0.2,1.366667,0.8888889,0.4444444,11.780535431473837,9.513410911462328
Morris,CMA,Problem26,230.0,0.2,1.366667,3.111111,0.4444444,16.089007987705504,7.861665108329446
Morris,CMA,Problem26,230.0,0.2,1.366667,3.111111,1.0,13.696952877603323,9.39143588383473
Morris,CMA,Problem26,230.0,0.2,1.577778,1.333333,0.2222222,11.931270516633587,9.81066419983672
Morris,CMA,Problem26,230.0,0.3,0.5222222,1.777778,0.6666667,19.319636313680963,0.4738367870532013
Morris,CMA,Problem26,230.0,0.3,0.5222222,4.0,0.6666667,19.44188139885496,0.45338176685809245
Morris,CMA,Problem26,230.0,0.6,1.155556,0.4444444,0.0,14.383644072990226,8.499325114492757
Morris,CMA,Problem26,230.0,0.7,0.1,1.777778,0.4444444,19.71895295751951,0.3564466444378078
Morris,CMA,Problem26,230.0,0.7,0.3111111,3.111111,1.0,19.73831651571498,0.3868172403192774
Morris,CMA,Problem26,230.0,0.7,0.5222222,1.333333,0.2222222,19.18894669949869,1.2248013472817225
Morris,CMA,Problem26,230.0,0.7,0.5222222,1.333333,0.7777778,19.713277091587152,0.25570467484748394
Morris,CMA,Problem26,230.0,0.7,0.5222222,3.555556,0.7777778,19.418044411512827,1.10670481098542
Morris,CMA,Problem26,230.0,0.7,1.155556,1.777778,0.4444444,14.008993415290803,8.836861719898355
Morris,CMA,Problem26,230.0,0.7,1.155556,1.777778,1.0,14.127722725527317,9.126544362842083
Morris,CMA,Problem26,230.0,0.7,1.577778,1.333333,0.2222222,11.807645750191284,10.03128694564044
Morris,CMA,Problem26,230.0,0.7,1.788889,3.555556,0.6666667,15.642580247466162,8.251162586401248
Morris,CMA,Problem26,230.0,0.8,0.5222222,4.0,0.6666667,19.475202401133103,0.7903991694857642
Morris,CMA,Problem26,230.0,0.8,1.577778,4.0,0.6666667,12.50884817809166,9.314538547618332
Morris,CMA,Problem26,230.0,0.9,0.3111111,1.333333,0.8888889,19.640045090468217,0.5661615165386906
Morris,CMA,Problem26,230.0,0.9,0.3111111,3.555556,0.8888889,19.413668957754926,0.5120222385686435
Morris,CMA,Problem26,230.0,0.9,0.9444444,2.666667,0.4444444,19.081684314686118,2.5048350046659955
Morris,CMA,Problem26,230.0,0.9,0.9444444,2.666667,1.0,18.782101886131322,3.1643170127292217
Morris,CMA,Problem26,340.0,0.1,0.7333333,0.0,0.1111111,19.72472479189181,0.49311049270138246
Morris,CMA,Problem26,340.0,0.1,1.788889,0.0,0.1111111,14.664135908779235,8.11072398520083
Morris,CMA,Problem26,340.0,0.1,1.788889,0.0,0.6666667,13.36831778690705,7.998915475669012
Morris,CMA,Problem26,340.0,0.2,0.1,0.0,0.0,19.808033765340028,0.4692477546038233
Morris,CMA,Problem26,340.0,0.3,0.3111111,1.333333,0.0,19.67433932537632,0.34049874674138847
Morris,CMA,Problem26,340.0,0.3,1.366667,1.333333,0.0,13.42749548966754,8.831428138120337
Morris,CMA,Problem26,340.0,0.3,1.366667,3.555556,0.0,12.186392985503463,9.751506870175824
Morris,CMA,Problem26,340.0,0.3,1.366667,3.555556,0.5555556,17.51124592545167,6.219725391586836
Morris,CMA,Problem26,340.0,0.3,1.788889,3.111111,0.4444444,14.489630697240647,7.449764927357399
Morris,CMA,Problem26,340.0,0.5,0.1,1.777778,0.3333333,19.585861905633116,0.372073097575972
Morris,CMA,Problem26,340.0,0.5,0.1,4.0,0.3333333,19.419665977965302,1.1084895459408708
Morris,CMA,Problem26,340.0,0.5,1.155556,1.777778,0.3333333,17.16691767392134,4.609049956873765
Morris,CMA,Problem26,340.0,0.5,1.155556,1.777778,0.8888889,15.933959025945157,7.382565958888203
Morris,CMA,Problem26,340.0,0.6,1.155556,2.222222,0.2222222,19.603607385035268,0.762016626825906
Morris,CMA,Problem26,340.0,0.7,0.1,0.0,0.0,19.85342066019429,0.7966002874063793
Morris,CMA,Problem26,340.0,0.8,0.3111111,1.333333,0.0,19.46944337424125,0.41164595418356614
Morris,CMA,Problem26,340.0,1.0,0.1,4.0,0.3333333,19.947902322415878,0.5500892922880323
Morris,CMA,Problem26,450.0,0.1,0.1,4.0,0.3333333,19.573364377930798,0.3399341612512688
Morris,CMA,Problem26,450.0,0.1,0.1,4.0,0.8888889,19.61715952819369,0.4958536403624567
Morris,CMA,Problem26,450.0,0.1,1.155556,4.0,0.3333333,17.990654200336547,5.220289066906319
Morris,CMA,Problem26,450.0,0.2,0.1,0.8888889,0.5555556,19.57189461351225,0.5155289673705793
Morris,CMA,Problem26,450.0,0.2,0.1,3.111111,0.0,19.796024677966862,0.276393789945201
Morris,CMA,Problem26,450.0,0.2,0.1,3.111111,0.5555556,19.652835681901678,0.2903410339220191
Morris,CMA,Problem26,450.0,0.2,1.366667,1.333333,0.1111111,13.30596771284355,8.51140998339834
Morris,CMA,Problem26,450.0,0.3,0.3111111,2.222222,0.0,19.643577628528057,0.3540103508793822
Morris,CMA,Problem26,450.0,0.3,0.7333333,0.4444444,0.7777778,18.39116480957662,3.661665074623206
Morris,CMA,Problem26,450.0,0.3,1.788889,0.4444444,0.7777778,12.699607909051831,8.998995771311503
Morris,CMA,Problem26,450.0,0.3,1.788889,2.666667,0.7777778,13.805293463493195,8.75557754672431
Morris,CMA,Problem26,450.0,0.4,0.3111111,0.8888889,0.4444444,19.82295078321602,0.5558035533973823
