method,algo,problem,lambda,mu-lambda_ratio,sigma0,alpha_mu,rescale_sigma0,BestSol_mean,BestSol_std
SOBOL,CMA,Problem13,278.6109,0.1187655,0.5618745,0.4199328,0.1849528,2116851.9202333116,314411.58438721794
SOBOL,CMA,Problem13,278.6109,0.1187655,0.5618745,2.08575,0.1849528,2085378.581113388,295291.22536202846
SOBOL,CMA,Problem13,278.6109,0.1187655,0.5618745,2.08575,0.680371,2115747.3052886985,271018.0912961071
SOBOL,CMA,Problem13,278.6109,0.1187655,1.420561,2.08575,0.1849528,2135851.172469839,340869.5296027784
SOBOL,CMA,Problem13,278.6109,0.4457066,0.5618745,2.08575,0.1849528,2128637.7209650553,242017.35040835987
SOBOL,CMA,Problem13,285.6611,0.7663354,0.6168146,0.4524873,0.3729472,2054479.7678976767,334189.88365325826
SOBOL,CMA,Problem13,285.6611,0.9481863,0.6168146,0.4524873,0.3729472,2043234.574867328,277454.5031184143
SOBOL,CMA,Problem13,285.6611,0.9481863,0.6168146,0.4524873,0.705471,2204211.646152133,300072.01802605763
SOBOL,CMA,Problem13,285.6611,0.9481863,0.6168146,1.434887,0.3729472,2196544.509311813,281788.16260673
SOBOL,CMA,Problem13,285.6611,0.9481863,0.8935326,0.4524873,0.3729472,2095211.0848247034,316926.1246845375
SOBOL,CMA,Problem13,289.4095,0.4666358,1.063419,2.137308,0.1990447,2029142.4181589554,311958.70721863373
SOBOL,CMA,Problem13,289.4095,0.7794783,0.9362349,1.034291,0.4802977,2055253.0723446058,278188.9770611181
SOBOL,CMA,Problem13,294.719,0.3693372,0.2777793,3.428184,0.2307189,2158384.7796637886,311131.78084625554
SOBOL,CMA,Problem13,294.719,0.955398,1.643528,0.2079858,0.01488995,2045874.4141357741,319446.6465608289
SOBOL,CMA,Problem13,298.0234,0.3070124,1.209976,2.660054,0.6862861,2007494.4863156374,307059.7297308143
SOBOL,CMA,Problem13,298.0234,0.6169173,0.2030821,2.660054,0.6862861,2008436.1001206671,238725.21729783688
SOBOL,CMA,Problem13,298.0234,0.6169173,1.209976,2.599925,0.6862861,2030799.4643738598,304457.73605228175
SOBOL,CMA,Problem13,298.0234,0.6169173,1.209976,2.660054,0.2636124,2072593.4465340143,255533.5714379874
SOBOL,CMA,Problem13,298.0234,0.6169173,1.209976,2.660054,0.6862861,2074192.4106512591,303712.75716845435
SOBOL,CMA,Problem13,302.6597,0.3914773,0.1052797,1.933193,0.8160174,2069800.992677287,292106.75944166887
SOBOL,CMA,Problem13,302.6597,0.3914773,0.1052797,1.933193,0.9057646,2088856.8785112624,289837.90364095976
SOBOL,CMA,Problem13,302.6597,0.3914773,0.1052797,3.098977,0.8160174,2013802.5710116925,219946.92394160744
SOBOL,CMA,Problem13,302.6597,0.3914773,0.9752225,1.933193,0.8160174,2120072.091386117,297189.6360515891
SOBOL,CMA,Problem13,302.6597,0.5232084,0.1052797,1.933193,0.8160174,2062203.136481621,325663.7947072095
SOBOL,CMA,Problem13,310.5061,0.2029709,1.097208,0.9079218,0.7855908,2094174.0590437124,308697.28391944215
SOBOL,CMA,Problem13,310.5061,0.2029709,1.097208,2.925113,0.7855908,2101922.3876358517,334417.80688453995
SOBOL,CMA,Problem13,310.5061,0.2029709,1.097208,2.925113,0.8937139,2084737.8179095564,319011.8847787793
SOBOL,CMA,Problem13,310.5061,0.2029709,1.971131,2.925113,0.7855908,2095108.4338851161,332316.8673027387
SOBOL,CMA,Problem13,310.5061,0.3364996,1.097208,2.925113,0.7855908,2092390.1295114257,272162.0159253567
SOBOL,CMA,Problem13,314.2465,0.2813641,1.256507,2.620604,0.6631319,2064845.713950437,267721.71844005014
SOBOL,CMA,Problem13,314.2465,0.9804515,1.595812,3.381222,0.1882619,2155570.0491044223,353084.9060899987
SOBOL,CMA,Problem13,32.8701,0.196129,0.42939,1.08443,0.167255,2166185.388508526,329877.2251106763
SOBOL,CMA,Problem13,32.8701,0.954934,0.42939,1.08443,0.167255,2016055.1371602742,293991.62657727854
SOBOL,CMA,Problem13,32.8701,0.954934,0.42939,1.08443,0.712914,2056093.7235081652,337578.5524869673
SOBOL,CMA,Problem13,32.8701,0.954934,0.42939,3.8324,0.167255,2129626.190639456,308004.49496116047
SOBOL,CMA,Problem13,32.8701,0.954934,1.16689,1.08443,0.167255,2059480.1320963423,331071.0772758966
SOBOL,CMA,Problem13,320.7312,0.3808564,1.138874,3.522454,0.2371649,2048338.563291724,254695.31657295692
SOBOL,CMA,Problem13,320.7312,0.5191281,1.138874,0.4844501,0.2371649,2107230.4205344026,379458.23171364446
SOBOL,CMA,Problem13,320.7312,0.5191281,1.138874,3.522454,0.2371649,2065575.0004942664,307223.4320634816
SOBOL,CMA,Problem13,320.7312,0.5191281,1.138874,3.522454,0.4054765,2035111.955235304,374290.26770395174
SOBOL,CMA,Problem13,320.7312,0.5191281,1.755549,3.522454,0.2371649,2145299.7993258154,220262.51578815695
SOBOL,CMA,Problem13,323.5339,0.5610846,1.926949,1.134815,0.3670946,1909801.170099733,278285.89392031834
SOBOL,CMA,Problem13,323.5339,0.9765883,1.877387,2.787415,0.1290711,2118525.02916012,283701.3212959128
SOBOL,CMA,Problem13,328.5013,0.1461686,1.269672,0.7996195,0.8101729,1996846.7985828114,294709.3043644543
SOBOL,CMA,Problem13,328.5013,0.6389835,0.3316819,1.058295,0.9498901,2113507.2491047927,311278.9650676361
SOBOL,CMA,Problem13,334.6809,0.7711177,1.482844,2.649294,0.2189879,2113348.738511892,342648.2032179978
SOBOL,CMA,Problem13,334.6809,0.9432599,1.85965,0.241128,0.3052498,2128842.666235243,201019.08569878514
SOBOL,CMA,Problem13,340.8027,0.5973859,0.3433241,1.628855,0.8436551,2087172.195609194,329542.89738549344
SOBOL,CMA,Problem13,340.8027,0.9384701,1.0247,2.277104,0.4786614,2139033.814475981,286234.3379011593
SOBOL,CMA,Problem13,342.1068,0.2950303,1.369944,2.871304,0.4292569,2104623.464655408,341777.1426567467
SOBOL,CMA,Problem13,342.1068,0.4023044,1.435252,2.760949,0.6275409,2113320.5603756667,356549.142557178
SOBOL,CMA,Problem13,349.542,0.5156476,0.1785854,0.04767526,0.416992,2139828.6364665288,238325.36369659883
SOBOL,CMA,Problem13,349.542,0.5156476,0.1785854,0.04767526,0.6344019,2095029.6657899504,264382.151407295
SOBOL,CMA,Problem13,349.542,0.5156476,0.1785854,0.807865,0.6344019,2098619.9283529012,349474.87074274203
SOBOL,CMA,Problem13,349.542,0.5156476,1.919376,0.04767526,0.6344019,2070665.0392501852,253598.34217096024
SOBOL,CMA,Problem13,349.542,0.9086738,0.1785854,0.04767526,0.6344019,2047368.729665627,281605.79637574614
SOBOL,CMA,Problem13,353.018,0.183472,1.821929,1.202582,0.2464895,2060264.6346818262,217898.09526387608
SOBOL,CMA,Problem13,353.018,0.6959702,0.3172176,1.518078,0.2565098,2108677.5457322067,255688.60918084625
SOBOL,CMA,Problem13,361.1883,0.5372662,0.2457877,3.190348,0.9805209,2094049.7215854016,292285.48952502245
SOBOL,CMA,Problem13,361.1883,0.5372662,0.2457877,3.787829,0.6096756,2074226.4582564957,292921.0605696703
SOBOL,CMA,Problem13,361.1883,0.5372662,0.2457877,3.787829,0.9805209,2150433.6829819176,235098.11149252538
SOBOL,CMA,Problem13,361.1883,0.5372662,1.052681,3.787829,0.9805209,2011002.0753295256,286990.8881529619
SOBOL,CMA,Problem13,361.1883,0.7525587,0.2457877,3.787829,0.9805209,2143539.955009504,334418.62002079864
SOBOL,CMA,Problem13,361.5187,0.5943645,1.405398,1.254877,0.0530257,2067084.2851694499,266642.9015009115
SOBOL,CMA,Problem13,361.5187,0.5943645,1.405398,1.254877,0.7268819,2055975.4502159916,220529.18929881623
SOBOL,CMA,Problem13,361.5187,0.5943645,1.405398,1.382696,0.7268819,2139927.837471024,258555.03515008828
SOBOL,CMA,Problem13,361.5187,0.5943645,1.729432,1.254877,0.7268819,2059598.1661621593,317052.14861465286
SOBOL,CMA,Problem13,361.5187,0.8850214,1.405398,1.254877,0.7268819,2059644.433893622,331434.2060952023
SOBOL,CMA,Problem13,367.0909,0.3968368,0.6316843,0.3801557,0.1088956,2092226.0018548209,229680.84517547203
SOBOL,CMA,Problem13,367.0909,0.3968368,0.6316843,3.939827,0.1088956,1977246.6958555973,288174.1155980258
SOBOL,CMA,Problem13,367.0909,0.3968368,0.6316843,3.939827,0.7517646,2081146.7021344448,333330.98470583267
SOBOL,CMA,Problem13,367.0909,0.3968368,1.152388,3.939827,0.1088956,2066360.4329972682,256044.32035846278
SOBOL,CMA,Problem13,367.0909,0.9862196,0.6316843,3.939827,0.1088956,2070807.8126682802,255737.96129005952
SOBOL,CMA,Problem13,37.23,0.162372,1.72345,3.30136,0.471975,2126291.9397421693,313828.52034815226
SOBOL,CMA,Problem13,37.23,0.628197,1.72345,1.47825,0.471975,2083777.0701766307,277794.85682656773
SOBOL,CMA,Problem13,37.23,0.628197,1.72345,3.30136,0.471975,2119204.881222992,320751.906505047
SOBOL,CMA,Problem13,37.23,0.628197,1.72345,3.30136,0.741845,2195372.3674428747,323960.3593119504
SOBOL,CMA,Problem13,37.23,0.628197,1.95821,3.30136,0.471975,2037976.8406193,310278.565159836
SOBOL,CMA,Problem13,372.8055,0.2896884,1.441908,0.7094493,0.7605842,2161691.8079777863,374205.7237146203
SOBOL,CMA,Problem13,372.8055,0.8505244,1.901408,0.184114,0.3995408,2112440.1767478706,367915.0883956182
SOBOL,CMA,Problem13,377.5268,0.6874587,1.978254,3.110016,0.6155336,2105418.3920772993,246165.06314187794
SOBOL,CMA,Problem13,377.5268,0.8057915,1.418608,0.2744622,0.02759668,2005040.710310263,272710.2281139671
SOBOL,CMA,Problem13,382.6024,0.9166577,0.8559236,2.740937,0.3481797,2139506.8661404233,263563.2740081912
SOBOL,CMA,Problem13,382.6024,0.9622031,0.3610924,2.740937,0.3481797,2030116.702577218,213530.08062693907
SOBOL,CMA,Problem13,382.6024,0.9622031,0.8559236,2.050185,0.3481797,2069930.9967671062,350302.3780554235
SOBOL,CMA,Problem13,382.6024,0.9622031,0.8559236,2.740937,0.3302859,2069846.059994243,325821.9631353536
SOBOL,CMA,Problem13,382.6024,0.9622031,0.8559236,2.740937,0.3481797,2134095.577538053,254316.26727705338
SOBOL,CMA,Problem13,387.3054,0.168241,1.266547,2.491875,0.8995444,2069921.5232574544,311997.42305756884
SOBOL,CMA,Problem13,387.3054,0.168241,1.302192,0.08897809,0.8995444,1996833.0108757305,338706.4090482611
SOBOL,CMA,Problem13,387.3054,0.168241,1.302192,2.491875,0.8995444,2079350.2541909947,276706.5373390273
SOBOL,CMA,Problem13,387.3054,0.168241,1.302192,2.491875,0.9677873,2075948.1969096486,277904.6345768395
SOBOL,CMA,Problem13,387.3054,0.5493228,1.302192,2.491875,0.8995444,2141795.8636012888,294847.4173097819
SOBOL,CMA,Problem13,393.1815,0.1283379,1.867136,3.68556,0.4019327,2106948.1585198175,321361.1967683698
SOBOL,CMA,Problem13,393.1815,0.5780406,1.84189,1.52965,0.9262861,1996483.7594138118,263511.9241071596
SOBOL,CMA,Problem13,398.8358,0.4257606,1.751218,0.6356682,0.6005934,2085419.8884248517,270601.5254955436
SOBOL,CMA,Problem13,398.8358,0.7447657,0.1682908,0.6356682,0.6005934,2095086.5866027314,253839.8583129425
SOBOL,CMA,Problem13,398.8358,0.7447657,1.751218,0.5911802,0.6005934,2106362.9177416083,342899.2621945904
SOBOL,CMA,Problem13,398.8358,0.7447657,1.751218,0.6356682,0.6005934,2079371.0912333115,245930.72902888968
SOBOL,CMA,Problem13,398.8358,0.7447657,1.751218,0.6356682,0.6120411,2040666.405429233,301728.5977040823
SOBOL,CMA,Problem13,402.4054,0.1349685,0.4193885,1.193021,0.08004111,2117603.5185787524,250221.34581307875
SOBOL,CMA,Problem13,402.4054,0.9647419,1.334292,3.889569,0.190521,2043817.1381469767,315462.5426544028
SOBOL,CMA,Problem13,407.0662,0.2750229,0.4111236,3.672865,0.1788039,2081956.0826822228,345792.7455805864
SOBOL,CMA,Problem13,407.0662,0.2750229,0.4940148,1.880605,0.1788039,2063791.559994668,340604.1736002464
SOBOL,CMA,Problem13,407.0662,0.2750229,0.4940148,3.672865,0.1788039,2125914.7611048967,354753.9474802768
SOBOL,CMA,Problem13,407.0662,0.2750229,0.4940148,3.672865,0.8896988,2110457.019394104,250175.46673658365
SOBOL,CMA,Problem13,407.0662,0.454861,0.4940148,3.672865,0.1788039,2157469.746036205,310735.5901678737
SOBOL,CMA,Problem13,412.5551,0.493567,0.6072753,3.164702,0.465553,2210067.0699252915,308735.218193901
SOBOL,CMA,Problem13,412.5551,0.493567,0.6072753,3.164702,0.858417,2119945.1142232,277514.09258849296
SOBOL,CMA,Problem13,412.5551,0.493567,0.6072753,3.240956,0.858417,2161499.1610967703,274157.59590256267
SOBOL,CMA,Problem13,412.5551,0.493567,1.124315,3.164702,0.858417,2060329.839303742,356914.0176565106
SOBOL,CMA,Problem13,412.5551,0.7394409,0.6072753,3.164702,0.858417,2159936.9124374036,306213.4119493646
SOBOL,CMA,Problem13,416.0332,0.5943645,1.405398,1.254877,0.7268819,2165159.7437720993,222901.32195550718
SOBOL,CMA,Problem13,416.0332,0.8850214,1.729432,1.382696,0.0530257,2036491.323632624,237920.09625375475
SOBOL,CMA,Problem13,42.4199,0.470822,0.224619,2.39351,0.314281,2035280.8704115464,294142.70051010133
SOBOL,CMA,Problem13,42.4199,0.563931,1.03638,1.10695,0.655152,2088322.2019370506,333707.29033057834
SOBOL,CMA,Problem13,421.4881,0.1349685,0.4193885,1.193021,0.08004111,2141937.8317512847,323401.73140632693
SOBOL,CMA,Problem13,421.4881,0.1349685,0.4193885,1.193021,0.190521,2178062.2091136617,346355.60681512154
SOBOL,CMA,Problem13,421.4881,0.1349685,0.4193885,3.889569,0.08004111,2158476.252825267,306410.9803722289
SOBOL,CMA,Problem13,421.4881,0.1349685,1.334292,1.193021,0.08004111,2006835.8271339564,284073.4921839819
SOBOL,CMA,Problem13,421.4881,0.9647419,0.4193885,1.193021,0.08004111,2039461.7756471513,270245.75181377016
SOBOL,CMA,Problem13,429.9554,0.4379301,0.8674117,0.9913926,0.7206558,2030265.938536994,330260.13328335807
SOBOL,CMA,Problem13,429.9554,0.8326205,0.8674117,0.9913926,0.2002405,2085393.9006170111,308704.9699333723
SOBOL,CMA,Problem13,429.9554,0.8326205,0.8674117,0.9913926,0.7206558,2017900.4286781135,319405.87856183277
SOBOL,CMA,Problem13,429.9554,0.8326205,0.8674117,3.642634,0.7206558,2132309.345701078,260547.78716621932
SOBOL,CMA,Problem13,429.9554,0.8326205,0.8733716,0.9913926,0.7206558,2147920.8564716196,286962.58305059676
SOBOL,CMA,Problem13,432.0806,0.2088238,0.8826737,1.06387,0.7702922,2141859.0767561034,234004.66880920544
SOBOL,CMA,Problem13,432.0806,0.2577423,1.523545,1.877883,0.9323399,2051698.7776003403,366316.83236066205
SOBOL,CMA,Problem13,439.2945,0.4175532,1.393657,2.306374,0.7761733,2106293.752476252,319805.8054975334
SOBOL,CMA,Problem13,439.2945,0.58547,1.00063,2.409685,0.6703168,2152113.2801106633,247312.01278738724
SOBOL,CMA,Problem13,444.2803,0.3207307,1.133261,3.071015,0.3643292,2017108.3512530935,270078.5910418614
SOBOL,CMA,Problem13,444.2803,0.7372871,0.7871541,0.07841701,0.5824735,2159860.148553473,311753.1945197785
SOBOL,CMA,Problem13,448.4446,0.5563545,1.112601,0.03564913,0.0346927,2149633.8239525943,297145.1952977819
SOBOL,CMA,Problem13,448.4446,0.9693897,0.4335757,1.377189,0.281006,2140848.3751597204,180144.40217497465
SOBOL,CMA,Problem13,452.7272,0.6771611,1.934426,0.6935107,0.4607264,2099501.8948468687,243482.74228542557
SOBOL,CMA,Problem13,452.7272,0.7275681,1.908712,0.6935107,0.4607264,2048168.6000999687,313469.92784424813
SOBOL,CMA,Problem13,452.7272,0.7275681,1.934426,0.6935107,0.4607264,2106240.1549224863,354936.74784315267
SOBOL,CMA,Problem13,452.7272,0.7275681,1.934426,0.6935107,0.7916798,2057669.524786788,252613.68919201527
SOBOL,CMA,Problem13,452.7272,0.7275681,1.934426,0.7597425,0.4607264,1960957.0799551576,303385.0170144091
SOBOL,CMA,Problem13,456.5859,0.109627,0.7607287,2.162199,0.6410377,2035408.271634181,316543.3169967932
SOBOL,CMA,Problem13,456.5859,0.9314541,0.2915585,2.162199,0.6410377,2138271.730181861,291022.7252827753
SOBOL,CMA,Problem13,456.5859,0.9314541,0.7607287,1.30894,0.6410377,2135109.7431803443,307736.16791021125
SOBOL,CMA,Problem13,456.5859,0.9314541,0.7607287,2.162199,0.5937159,2127184.9578187643,280266.15444273676
SOBOL,CMA,Problem13,456.5859,0.9314541,0.7607287,2.162199,0.6410377,1988484.8807603337,297970.7600380711
SOBOL,CMA,Problem13,463.8172,0.3514377,0.4790598,2.836022,0.5766233,2167603.746305422,342403.0528989873
SOBOL,CMA,Problem13,463.8172,0.3514377,1.792935,2.341358,0.5766233,2226498.641819556,334595.11085537827
SOBOL,CMA,Problem13,463.8172,0.3514377,1.792935,2.836022,0.09969904,2111280.5847588084,276094.27731216996
SOBOL,CMA,Problem13,463.8172,0.3514377,1.792935,2.836022,0.5766233,2178279.446976909,325170.1810450871
SOBOL,CMA,Problem13,463.8172,0.4864865,1.792935,2.836022,0.5766233,2108989.943922134,246939.16611120437
SOBOL,CMA,Problem13,469.74,0.2394205,1.533354,1.661017,0.5389572,2047357.083594434,241621.0895960834
SOBOL,CMA,Problem13,469.74,0.2394205,1.659436,1.661017,0.04619915,2026550.1711169623,303275.5721773795
SOBOL,CMA,Problem13,469.74,0.2394205,1.659436,1.661017,0.5389572,2130571.3190451777,302553.5979641262
SOBOL,CMA,Problem13,469.74,0.2394205,1.659436,2.369618,0.5389572,2079356.388577754,279116.04079794284
SOBOL,CMA,Problem13,469.74,0.5879414,1.659436,1.661017,0.5389572,2079292.9142005024,364424.0576132508
SOBOL,CMA,Problem13,47.3209,0.663486,1.62144,0.172387,0.824947,2094732.5441004538,305156.35792931996
SOBOL,CMA,Problem13,47.3209,0.663486,1.62144,1.71214,0.441909,2018868.9822030782,269166.03991856985
SOBOL,CMA,Problem13,47.3209,0.663486,1.62144,1.71214,0.824947,2097556.8993551717,348169.8174593382
SOBOL,CMA,Problem13,47.3209,0.663486,1.70042,1.71214,0.824947,2128997.6900906633,301092.8483188174
SOBOL,CMA,Problem13,47.3209,0.82743,1.62144,1.71214,0.824947,2195264.880422473,316912.1914014516
SOBOL,CMA,Problem13,471.6762,0.3070124,0.2030821,2.599925,0.2636124,2070863.766095571,267077.1050773623
SOBOL,CMA,Problem13,471.6762,0.6169173,1.209976,2.660054,0.6862861,2073342.1461221126,259904.70489407523
SOBOL,CMA,Problem13,476.2601,0.2774447,0.6998366,1.616455,0.7579046,2104598.484568047,253517.5999039908
SOBOL,CMA,Problem13,476.2601,0.2774447,0.6998366,3.956992,0.04489436,2081700.9163457986,284678.82616626576
SOBOL,CMA,Problem13,476.2601,0.2774447,0.6998366,3.956992,0.7579046,2130642.4525531405,260099.12735438478
SOBOL,CMA,Problem13,476.2601,0.2774447,1.588155,3.956992,0.7579046,2037741.4054498733,329686.9400299601
SOBOL,CMA,Problem13,476.2601,0.8952541,0.6998366,3.956992,0.7579046,2052597.5648519606,404445.28125267016
SOBOL,CMA,Problem13,483.7858,0.5066515,0.8117311,2.897916,0.3863149,2080181.2129784035,261761.697840041
SOBOL,CMA,Problem13,483.7858,0.7253606,0.8117311,0.649448,0.3863149,2062233.45769428,332294.2082535794
SOBOL,CMA,Problem13,483.7858,0.7253606,0.8117311,2.897916,0.2136786,2040384.3280754862,277222.54161108367
SOBOL,CMA,Problem13,483.7858,0.7253606,0.8117311,2.897916,0.3863149,2178225.2825642726,245140.99404498533
SOBOL,CMA,Problem13,483.7858,0.7253606,0.9875035,2.897916,0.3863149,2011286.749429663,352774.8386342351
SOBOL,CMA,Problem13,488.5873,0.3976596,0.9306573,2.51183,0.5007956,2073445.004168533,309142.69881340925
SOBOL,CMA,Problem13,488.5873,0.3976596,0.9306573,2.522117,0.5007956,2041314.325353711,224583.76879667645
SOBOL,CMA,Problem13,488.5873,0.3976596,0.9306573,2.522117,0.8818654,2100116.0271001006,306110.96111991367
SOBOL,CMA,Problem13,488.5873,0.3976596,1.45775,2.522117,0.5007956,2152097.242406421,272041.4990212885
SOBOL,CMA,Problem13,488.5873,0.4487492,0.9306573,2.522117,0.5007956,2046707.064060638,323488.8985433335
SOBOL,CMA,Problem13,49.6382,0.48976,0.524055,3.5913,0.413217,2103715.7826120025,326351.9500105028
SOBOL,CMA,Problem13,49.6382,0.845754,0.524055,0.336352,0.413217,2114009.0894096075,300616.23834338505
SOBOL,CMA,Problem13,49.6382,0.845754,0.524055,3.5913,0.413217,2095776.590817553,311570.43239102635
SOBOL,CMA,Problem13,49.6382,0.845754,0.524055,3.5913,0.875295,2166091.890861806,271711.3800031133
SOBOL,CMA,Problem13,49.6382,0.845754,1.07047,3.5913,0.413217,2046579.3694006684,282374.2069660043
SOBOL,CMA,Problem13,492.64,0.2199486,1.200099,3.148308,0.07718388,2153772.053086232,286546.6210657467
SOBOL,CMA,Problem13,492.64,0.3139476,0.9481265,0.5237644,0.6794292,2089764.6368251042,301845.0817963868
SOBOL,CMA,Problem13,499.0644,0.137078,0.2202601,1.756647,0.3946726,2157610.6928806654,273310.9773377305
SOBOL,CMA,Problem13,499.0644,0.137078,0.2202601,1.756647,0.7658164,2147635.499684114,289808.8152910814
SOBOL,CMA,Problem13,499.0644,0.137078,0.2202601,3.237968,0.7658164,2075054.7187207697,254075.19017564374
SOBOL,CMA,Problem13,499.0644,0.137078,1.338242,1.756647,0.7658164,2087133.8939073686,336044.18036337
SOBOL,CMA,Problem13,499.0644,0.267348,0.2202601,1.756647,0.7658164,2080274.60367314,312496.3045801017
SOBOL,CMA,Problem13,501.4495,0.903765,0.9063944,1.290862,0.6901677,2079429.875193945,329814.35477449355
SOBOL,CMA,Problem13,501.4495,0.9895368,0.7398554,1.980506,0.5745614,2043828.1696412214,259772.12421882534
SOBOL,CMA,Problem13,507.7485,0.4175532,1.00063,2.409685,0.6703168,2063081.6725410845,305758.5259287457
SOBOL,CMA,Problem13,507.7485,0.58547,1.00063,2.306374,0.6703168,2096760.6261393905,311882.1400756795
SOBOL,CMA,Problem13,507.7485,0.58547,1.00063,2.409685,0.6703168,2184189.868850816,299425.52565364266
SOBOL,CMA,Problem13,507.7485,0.58547,1.00063,2.409685,0.7761733,2069913.6550475112,289430.13802699634
SOBOL,CMA,Problem13,507.7485,0.58547,1.393657,2.409685,0.6703168,2082120.741813949,346326.8330786343
SOBOL,CMA,Problem13,512.3937,0.1550823,0.7960131,3.045247,0.1001163,2052579.4070380095,287135.2890834262
SOBOL,CMA,Problem13,512.3937,0.6501952,0.6929133,0.1015476,0.7842188,2084764.217636652,258198.8448524138
SOBOL,CMA,Problem13,517.9271,0.1877265,0.6411703,2.223251,0.9597999,2079648.971472385,332372.42134652176
SOBOL,CMA,Problem13,517.9271,0.1877265,0.9573932,1.450948,0.9597999,2010850.756322439,277583.9290395607
SOBOL,CMA,Problem13,517.9271,0.1877265,0.9573932,2.223251,0.1575177,2178988.4469397943,320861.71889338206
SOBOL,CMA,Problem13,517.9271,0.1877265,0.9573932,2.223251,0.9597999,2131536.327643912,226804.41084916613
SOBOL,CMA,Problem13,517.9271,0.6129825,0.9573932,2.223251,0.9597999,2058580.7796699114,313074.2078911142
SOBOL,CMA,Problem13,520.9588,0.407094,0.1460817,2.706542,0.5247444,2056940.6676352012,253698.57803880904
SOBOL,CMA,Problem13,520.9588,0.407094,0.4860707,2.706542,0.09229155,2118374.2791344975,302036.708517724
SOBOL,CMA,Problem13,520.9588,0.407094,0.4860707,2.706542,0.5247444,2084627.973720047,305765.56079705106
SOBOL,CMA,Problem13,520.9588,0.407094,0.4860707,2.966489,0.5247444,2146094.449272423,370797.1931051825
SOBOL,CMA,Problem13,520.9588,0.751505,0.4860707,2.706542,0.5247444,2075178.303165558,236157.38198222412
SOBOL,CMA,Problem13,527.603,0.1029607,1.182911,1.738251,0.292254,2221281.6878996445,247149.9737112035
SOBOL,CMA,Problem13,527.603,0.9340523,0.3211242,1.56737,0.6653095,2070727.300446955,274178.97160774306
SOBOL,CMA,Problem13,531.5336,0.2556997,0.6723832,3.766268,0.3546772,2103826.244084341,273402.482576953
SOBOL,CMA,Problem13,531.5336,0.2556997,0.8209189,3.271306,0.3546772,2062108.4693594493,285672.3178627743
SOBOL,CMA,Problem13,531.5336,0.2556997,0.8209189,3.766268,0.3546772,1958878.2474908994,240196.55340000463
SOBOL,CMA,Problem13,531.5336,0.2556997,0.8209189,3.766268,0.860551,2130661.8724909457,281972.5591652852
SOBOL,CMA,Problem13,531.5336,0.7151573,0.8209189,3.766268,0.3546772,2157424.888468565,288929.50642113795
SOBOL,CMA,Problem13,535.3461,0.6263922,1.321253,1.497648,0.3835643,2042288.3052279677,305282.0882100573
SOBOL,CMA,Problem13,535.3461,0.6263922,1.321253,1.497648,0.5113351,2100343.558331298,308887.31049818586
SOBOL,CMA,Problem13,535.3461,0.6263922,1.321253,3.919367,0.3835643,2103736.6785377013,296336.88278705697
SOBOL,CMA,Problem13,535.3461,0.6263922,1.572739,1.497648,0.3835643,2068225.8037550515,309836.6379674136
SOBOL,CMA,Problem13,535.3461,0.9139736,1.321253,1.497648,0.3835643,2004118.0536631069,373838.8064424703
SOBOL,CMA,Problem13,540.7221,0.1766446,0.5413501,2.117408,0.9362872,2088139.4654012793,310415.07602777134
SOBOL,CMA,Problem13,540.7221,0.8171344,0.2332908,1.581108,0.8726816,2202473.5079091154,268140.6920105615
SOBOL,CMA,Problem13,547.0647,0.2479912,1.106507,2.190678,0.9411273,2106201.2100699916,348627.0853968304
SOBOL,CMA,Problem13,547.0647,0.6484512,0.3061954,2.616649,0.8255687,2061910.72929781,250510.8324613621
SOBOL,CMA,Problem13,55.9446,0.734202,0.712048,0.955848,0.704816,2092477.9232354206,319658.3416017568
SOBOL,CMA,Problem13,55.9446,0.788606,0.712048,0.550376,0.704816,2172941.395982683,361177.8926197522
SOBOL,CMA,Problem13,55.9446,0.788606,0.712048,0.955848,0.275152,2105440.4124117196,331971.67123163975
SOBOL,CMA,Problem13,55.9446,0.788606,0.712048,0.955848,0.704816,2145356.6139411028,363673.3225174403
SOBOL,CMA,Problem13,55.9446,0.788606,0.720535,0.955848,0.704816,2137517.39085779,322325.7325998801
SOBOL,CMA,Problem13,553.4231,0.6050349,1.988651,0.1491895,0.2681389,2039615.815503131,375201.1285669129
SOBOL,CMA,Problem13,553.4231,0.8879965,1.460603,3.722697,0.01993331,2153919.126708,259508.27588417425
SOBOL,CMA,Problem13,554.9882,0.5032174,0.6833634,2.550107,0.55895,2041533.644084051,267460.35664041224
SOBOL,CMA,Problem13,554.9882,0.8995306,1.630171,3.412142,0.717463,2081102.963707977,275886.43448764214
SOBOL,CMA,Problem13,562.3125,0.7342016,0.7205351,0.5503755,0.2751518,1986770.6289233773,328618.18974423426
SOBOL,CMA,Problem13,562.3125,0.7886063,0.7120479,0.9558478,0.7048165,2126343.1035556374,364880.9888702958
SOBOL,CMA,Problem13,567.1192,0.3327259,0.658578,3.291623,0.5090141,2086421.7875247141,285153.6804289772
SOBOL,CMA,Problem13,567.1192,0.6350678,0.5507068,3.291623,0.5090141,2201571.5516708936,298680.5341778674
SOBOL,CMA,Problem13,567.1192,0.6350678,0.658578,0.2814198,0.5090141,2196358.4893749817,285641.13376690145
SOBOL,CMA,Problem13,567.1192,0.6350678,0.658578,3.291623,0.5090141,2114037.907937417,280427.5132006956
